111119,231,1,0,1
111145,204,1,1,1
111117,235,1,0,1
111111,242,1,0,1
111122,225,1,1,0
111113,207,0,0,0
111121,227,0,1,1
111114,221,1,0,1
111125,239,1,0,0
111132,228,1,1,1
111112,208,1,1,1
111144,215,0,0,0
111150,202,0,0,0
111143,219,0,1,0
111121,227,1,1,1
111120,226,1,1,1
111110,236,1,1,1
111131,228,1,1,0
111124,220,0,1,1
111142,233,0,0,0
111130,204,1,1,1
111133,221,1,0,1
111121,246,1,1,1
111110,236,0,0,0
111127,245,1,0,1
111122,235,1,1,0
111150,228,1,1,1
111141,236,1,1,1
111137,207,0,1,0
111136,249,1,1,1
111117,237,1,0,1
111147,226,1,0,1
111147,224,1,0,1
111139,233,1,0,0
111127,247,1,1,1
111116,237,0,1,1
111115,228,1,0,1
111122,208,1,0,0
111136,211,0,0,0
111125,208,1,0,0
111128,243,0,1,1
111112,250,0,0,1
111122,224,1,1,1
111124,248,1,0,0
111150,230,1,1,1
111150,213,1,1,0
111138,209,1,1,0
111128,247,1,0,0
111111,231,1,1,1
111112,234,1,0,1
111146,244,0,0,0
111118,250,1,1,1
111126,224,1,1,0
111130,209,0,1,0
111127,235,0,1,0
111148,246,1,1,1
111150,233,1,0,1
111112,205,0,1,1
111113,230,0,0,1
111144,211,1,1,1
111148,210,1,1,0
111128,201,0,1,1
111130,215,0,0,1
111147,245,1,1,1
111113,248,0,1,0
111114,221,1,0,1
111146,219,1,0,1
111144,203,0,0,1
111139,237,0,1,1
111123,250,1,0,0
111139,217,1,0,1
111143,207,0,1,0
111119,234,0,1,0
111128,218,0,0,0
111148,243,0,1,1
111111,206,0,0,1
111114,245,0,1,1
111150,243,0,1,1
111123,204,1,1,1
111135,219,0,0,0
111135,222,1,0,1
111111,219,1,0,1
111124,202,1,1,1
111130,226,0,1,0
111131,233,1,1,0
111120,243,0,0,0
111120,202,0,1,0
111137,207,1,0,0
111144,211,0,1,0
111114,205,1,0,0
111148,224,1,1,0
111138,234,0,1,1
111114,211,1,0,1
111111,215,0,0,1
111139,234,1,1,1
111127,214,0,0,0
111143,227,0,0,0
111129,233,0,0,1
111143,244,0,0,1
111147,240,0,0,1
111114,237,1,0,0
111110,227,1,0,1
111116,249,0,0,1
111149,221,1,1,0
111134,244,1,0,1
111129,243,1,1,1
111134,223,1,1,0
111150,220,1,0,0
111134,225,0,0,1
111114,205,0,1,1
111146,249,0,0,1
111116,230,1,0,0
111111,224,1,1,0
111146,220,1,0,1
111147,233,1,0,1
111132,238,0,0,0
111148,218,0,1,0
111149,247,0,0,0
111125,209,0,1,1
111145,215,0,1,1
111114,247,1,0,1
111130,223,0,0,1
111145,229,1,1,1
111146,214,1,1,0
111128,210,1,1,1
111118,218,1,0,1
111139,218,1,1,1
111122,233,1,0,1
111136,204,1,1,0
111145,237,0,0,0
111140,228,0,1,1
111115,200,1,0,1
111118,206,0,0,1
111134,250,0,1,0
111111,250,0,0,1
111137,231,0,0,0
111112,226,1,1,0
111134,246,0,0,1
111112,242,1,0,1
111146,236,1,1,0
111114,215,0,1,1
111136,228,1,0,1
111139,233,0,1,1
111149,215,0,1,1
111111,217,0,1,1
111115,225,0,1,1
111136,238,0,1,1
111140,228,0,1,0
111133,207,0,1,1
111148,241,1,1,0
111130,210,1,0,0
111139,240,0,1,1
111144,250,1,1,0
111140,201,0,0,0
111133,222,0,1,1
111142,202,0,1,0
111138,239,0,0,1
111149,233,1,1,1
111117,201,1,1,0
111150,206,1,0,0
111144,228,1,0,0
111131,213,1,0,0
111149,232,0,1,0
111114,230,0,1,1
111119,202,0,0,0
111110,205,1,0,0
111125,209,0,1,0
111131,208,1,0,1
111133,240,0,1,0
111127,249,0,0,1
111147,215,0,0,1
111132,223,1,0,0
111120,250,1,1,0
111112,202,0,1,0
111127,202,0,0,1
111131,241,0,0,1
111110,220,1,1,1
111130,214,1,0,0
111123,248,0,0,1
111129,219,0,1,1
111117,241,0,0,1
111146,230,1,1,1
111124,243,0,1,0
111150,227,0,0,0
111127,239,1,1,1
111148,237,1,1,1
111119,246,1,1,1
111119,216,1,0,1
111118,217,1,0,1
111127,232,0,0,0
111148,202,1,1,0
111128,212,1,0,0
111129,211,1,1,1
111142,232,0,0,0
111142,215,0,1,1
111132,212,1,0,1
111147,216,0,0,0
111150,246,1,0,0
111142,225,0,1,0
111124,200,1,0,1
111136,246,1,1,0
111126,207,1,1,1
111121,242,0,1,0
111115,237,0,1,0
111123,241,1,1,1
111136,231,1,1,0
111149,210,0,0,0
111129,200,0,0,0
111127,228,0,1,0
111130,217,0,1,1
111133,250,1,0,1
111113,244,1,1,0
111119,247,1,0,0
111116,222,0,0,0
111115,224,1,0,0
111122,207,1,1,0
111126,219,1,0,0
111113,205,1,1,0
111149,226,0,1,1
111148,237,0,0,0
111125,229,0,0,1
111110,225,1,0,1
111136,212,0,0,1
111114,226,0,0,0
111122,242,0,0,0
111121,236,0,1,1
111130,243,0,0,1
111135,225,0,0,1
111126,228,1,1,1
111141,230,1,0,1
111123,237,1,1,0
111115,215,1,0,0
111141,212,1,0,0
111138,214,1,0,1
111150,244,0,0,1
111119,236,0,0,0
111120,236,1,0,0
111125,239,1,0,1
111143,237,1,0,1
111116,224,1,0,0
111127,208,0,1,0
111115,229,1,1,1
111120,228,0,0,0
111143,230,0,1,0
111128,241,0,1,0
111132,204,0,1,1
111143,211,1,0,1
111133,219,1,1,1
111125,217,0,0,1
111135,246,1,0,0
111132,200,0,1,1
111134,215,0,0,1
111126,201,1,0,0
111112,246,0,1,0
111129,247,0,1,1
111119,208,0,0,0
111116,221,0,0,0
111116,243,1,0,1
111119,204,0,0,0
111142,214,1,0,1
111112,238,0,1,1
111135,230,1,1,1
111138,211,0,0,0
111114,231,1,0,0
111111,240,0,0,0
111129,213,0,1,1
111143,237,1,1,1
111130,228,1,1,1
111113,235,1,1,0
111111,245,1,1,0
111129,222,0,1,0
111135,244,0,1,0
111147,216,1,1,0
111147,243,0,0,1
111115,217,1,0,0
111120,213,1,0,1
111121,230,1,0,1
111116,226,1,0,0
111118,224,0,0,1
111139,246,1,0,0
111123,237,1,0,1
111121,202,1,0,0
111127,215,0,0,0
111142,239,1,0,1
111148,210,0,1,0
111122,205,1,1,0
111125,208,0,0,0
111125,209,0,0,1
111130,249,0,1,0
111144,204,1,0,0
111123,206,0,0,0
111136,228,1,0,0
111146,201,1,0,1
111120,200,0,0,0
111137,203,1,0,0
111116,210,1,1,1
111149,238,0,0,1
111120,227,0,0,0
111113,248,1,1,0
111128,215,1,1,1
111120,210,1,0,1
111128,244,1,1,1
111117,213,0,0,1
111139,228,0,1,0
111133,211,1,1,1
111115,238,0,1,0
111139,215,0,0,1
111144,241,0,1,0
111141,230,1,1,0
111130,204,0,1,0
111140,228,1,1,1
111139,213,0,0,1
111114,220,1,1,1
111114,237,1,1,1
111142,227,1,0,1
111133,212,0,0,1
111129,228,1,1,1
111115,210,1,1,1
